MLM,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA4,EState_VSA7,EState_VSA8,ExactMolWt,FractionCSP3,HeavyAtomCount,HeavyAtomMolWt,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA6,PEOE_VSA7,RingCount,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA7,SlogP_VSA1,SlogP_VSA2,SlogP_VSA5,SlogP_VSA6,TPSA,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState8,fr_Al_COO,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_NH0,fr_NH1,fr_Ndealkylation2,fr_Nhpyrrole,fr_amide,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_para_hydroxylation
3.391,4.237,359.353,3,0,3,4.238,46.84,1.7400350190942278,1329.3301600368882,18.380104409694475,14.171411851898888,14.171411851898888,13.20350993820667,8.508368113887911,8.508368113887911,6.264675755266329,6.264675755266329,4.628106774075887,4.628106774075887,3.3500390386867247,3.3500390386867247,5.756062822229453,9.184952231746642,12.361977246958471,22.421257424929443,46.99574058864454,0.0,359.1070049080001,0.047619047619047616,27.0,345.24800000000005,15.57445727029708,5.9475708385745705,2.5356939223903328,152.48101278850436,13.356597377178359,13.356597377178359,0.4198222317865823,0.28545280612244905,0.4076958673350694,-0.4239469954648516,4.096600000000003,100.162,359.35999999999996,0.0,5.0,0.0,0.0,2.0,5.0,5.0,0.0,6.0,3.0,0.0,0.0,132.0,0.0,5.756062822229453,4.567099647791355,14.16893075269385,18.19910120538483,48.53093654769288,5.0,13.951772775000357,0.0,6.544756405912575,94.98863016688644,5.756062822229453,13.951772775000357,5.693927994848461,82.13856944581596,52.44,17.107840664426163,0.0,4.338848615943675,-0.7284727098165036,19.203380244890266,0.28545280612244905,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
73.837,2.333,284.36,4,1,6,2.481,79.42,2.132051229209922,652.668833183792,15.242276208189782,12.719195640625234,12.719195640625234,10.20623856025737,7.183339715082361,7.183339715082361,4.840424343577616,4.840424343577616,3.547936870538106,3.547936870538106,2.3515035822049617,2.3515035822049617,0.0,5.261891554738487,0.0,36.21377235017195,31.65908960146287,26.567352054347886,284.17494464,0.4666666666666667,21.0,264.207,14.978146573445834,6.8403444263834885,3.1890870583016286,124.3970055246645,9.405869079113128,9.405869079113128,0.16645692176191673,0.5775170068027211,0.16645692176191673,0.5775170068027211,1.8611799999999998,80.90470000000003,284.3670000000001,1.0,6.0,0.0,0.0,0.0,2.0,6.0,1.0,6.0,6.0,0.0,0.0,110.0,0.0,0.0,0.0,4.9839785209472085,13.847474399381248,18.405094737549014,2.0,19.74844178534064,7.04767198267719,33.10993926815928,35.03892261946853,5.316788604006331,26.293198191253214,36.36223337247216,12.524163646377618,79.42,4.086015045493761,21.01712506298816,3.660633529646427,0.5775170068027211,2.2623231607457797,4.757721590562048,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.872,3.279,385.207,3,2,4,3.279,59.07,1.8001396327141441,715.8713864602411,16.396976746569035,12.314884078002311,13.900880617117016,11.07971869811898,7.115984286795488,7.90898255635284,5.144596823193288,5.998933722367809,3.659310262022279,4.239630905859739,2.5330589564650574,2.922344062078457,11.63444168209179,8.78083009534964,12.145807216896262,16.959908207220032,0.0,36.531478147856426,384.0397296400001,0.3333333333333333,23.0,370.092,16.071730083234243,6.755813615909418,3.424913494809688,140.1585607141246,13.440609509337865,13.440609509337865,0.22449255872221968,0.11968253968254006,0.22449255872221968,-0.8804528449477946,3.501100000000002,86.35740000000003,385.212,2.0,5.0,0.0,1.0,1.0,2.0,5.0,2.0,8.0,4.0,1.0,1.0,122.0,0.0,0.0,0.0,13.764808616296847,6.06636706846161,40.04695114949557,3.0,9.967957041894417,0.0,18.566628839822272,46.06655746661911,10.633577208012662,29.664351818232486,18.08823950237131,28.86866429283032,59.07000000000001,8.555634710674394,6.157827222180577,0.5878256225329643,-0.6465763888455087,3.6904928849409364,0.5245453829680021,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,2.823,250.091,2,0,0,2.823,22.12,2.5071060078262914,499.60884534513707,9.543605595440512,7.457040998104647,9.043037537219352,6.860173345306137,4.549832664872878,5.34283093443023,3.3376659622576987,4.192002861432219,2.519893476325359,3.1597956039108084,1.8684395873406865,2.301231169375148,0.0,0.0,0.0,34.152859868636305,18.3295777085363,26.980289487358167,248.978925976,0.18181818181818182,14.0,242.03099999999995,8.237481994583195,2.953088807142451,1.0522488291409529,90.03786154259092,5.589675925925926,5.589675925925926,0.12856282815947415,0.7715731292517006,0.12856282815947415,0.7715731292517006,2.9322000000000017,58.642000000000024,250.09499999999994,0.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,70.0,0.0,0.0,4.9839785209472085,0.0,0.0,39.69249659503117,3.0,4.9839785209472085,0.0,6.4208216229260096,34.43211578452731,4.736862953800049,11.590860485460126,5.563451491696996,28.86866429283032,22.12,4.3571990740740745,1.160300925925926,2.3307870370370374,0.956064814814815,6.052893518518518,0.7715731292517006,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.19,3.932,481.506,5,0,5,3.932,100.07,1.502674695081275,1852.0546210489306,24.97396253682914,20.04295629416065,20.04295629416065,17.385050488558722,11.518265299058548,11.518265299058548,8.87706890864283,8.87706890864283,6.236003319077824,6.236003319077824,4.334839757774707,4.334839757774707,0.0,9.589074368143644,35.632877546616086,16.690354475090988,68.44477801553573,15.181342137549283,481.18623759600007,0.19230769230769232,36.0,458.33200000000033,21.779986789183134,8.19037969462841,3.5417167052529233,204.2188166231263,13.557385116887279,13.557385116887279,0.35205835818458325,0.10035504498707937,0.35205835818458325,-0.38489145040732287,2.912840000000001,134.04299999999992,481.51600000000025,0.0,10.0,0.0,0.0,2.0,6.0,10.0,0.0,10.0,5.0,0.0,0.0,180.0,5.559266895052008,5.689743398203474,14.043439767008362,18.86101324642601,48.02802097092827,31.54366002800146,6.0,33.512742261892804,7.04767198267719,26.9369872112064,104.21331024628361,11.24901029325548,33.512742261892804,22.581078397116894,74.80037249296457,105.15,31.581171262470207,8.899769178145107,3.4088395537278116,1.3219703378721797,17.453744800568234,4.169196248440615,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
60.44,1.538,267.367,4,2,6,1.077,69.48,2.9163921237950508,411.39725813481675,14.681798275874712,12.512088859438686,12.512088859438686,8.715473923590004,6.4811916140055175,6.4811916140055175,6.471396663992676,6.471396663992676,3.0851290441775325,3.0851290441775325,1.7267037050446827,1.7267037050446827,5.41499046939678,10.213054789681411,18.628754398422615,11.642267275834955,24.937685981679902,30.739168640966287,267.19467704,0.7142857142857143,19.0,242.17299999999994,15.856179775280898,5.839206950323012,4.143813341741363,114.86842139995144,9.345503747795416,9.345503747795416,0.13548023309413815,0.06443298847316692,0.13548023309413815,-0.5400834986772489,1.2011999999999998,76.28060000000005,267.373,2.0,5.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0,5.0,0.0,0.0,108.0,0.0,0.0,0.0,9.967957041894417,27.694948798762496,6.06636706846161,1.0,9.967957041894417,5.41499046939678,33.10993926815928,18.08761513807461,4.899909730850478,46.987204149191435,33.519353296762425,12.263210640074686,69.48,10.775441232048374,18.69100749559083,-0.6431486992945328,1.5829629629629636,1.8377069160997732,8.443538595993953,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.71,6.415,383.414,2,0,6,6.41,31.23,2.0356556962275536,1246.2951341209673,20.21696770287794,15.8543349300886,15.8543349300886,14.202708600407238,9.329216976901986,9.329216976901986,6.379311313981342,6.379311313981342,4.577714398719027,4.577714398719027,3.3140359493213656,3.3140359493213656,5.969305287951849,9.184952231746642,12.424102805558814,16.466376423778055,54.59730361615449,11.964803420697855,383.132157036,0.08,29.0,365.27800000000013,18.51992381198347,8.035013888668432,3.5074189684955788,167.910926667289,14.077706820229366,14.077706820229366,0.34050708637688076,0.27130464201036064,0.34050708637688076,-0.40833821491559585,5.481400000000004,112.00650000000003,383.4220000000001,0.0,3.0,0.0,0.0,3.0,4.0,3.0,0.0,4.0,3.0,0.0,0.0,142.0,0.0,5.969305287951849,4.567099647791355,9.184952231746642,60.6636706846161,31.043272723931096,4.0,4.567099647791355,0.0,6.923737199690624,95.80689571444084,0.0,17.143286900256122,22.845177367156435,78.86277189000094,31.23,12.850765551220999,0.7431821092634587,2.972576399386916,2.107499624977529,26.462823851533273,2.0463647508028826,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0
48.505,1.269,304.429,3,2,6,1.269,111.88,2.3544035017957077,522.8317329599986,14.466255326250888,11.394612603447836,13.027605765303289,8.837335736522347,6.149100350900786,8.78696413687443,4.306710314942676,8.098928187012389,2.6739738147603322,5.563155692569691,1.4693508116820881,3.050745064111834,9.837253136417502,13.212334168400758,30.123418960892185,4.877147193701299,25.980208536304467,10.633577208012662,304.09153449999997,0.5833333333333334,19.0,284.27699999999993,15.975803571428576,6.905424948921623,5.606192558299041,117.87794815412778,11.595351473922904,11.595351473922904,0.3148215520388143,0.024393765222137986,0.3148215520388143,-3.0329002422441276,1.8514200000000003,78.33320000000003,304.43700000000007,2.0,5.0,0.0,0.0,0.0,1.0,4.0,2.0,7.0,6.0,0.0,0.0,108.0,0.0,6.031114512338072,0.0,13.212334168400758,6.923737199690624,25.980208536304467,1.0,10.633577208012662,0.0,26.813052428219834,21.88702852432582,10.633577208012662,32.49937511607317,29.64360961593181,12.13273413692322,75.27,13.865654312810474,5.335288170823885,0.0,0.07399317159778951,3.5578491185909114,5.637900403510297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
0.209,1.535,297.307,7,1,8,1.534,99.64,2.5614367169227408,482.33014111632514,15.828062645816686,12.504582744071579,12.504582744071579,9.939090705625683,6.406404347238242,6.406404347238242,4.369035643697717,4.369035643697717,2.2646621873105857,2.2646621873105857,1.4064608300639618,1.4064608300639618,5.969305287951849,9.589074368143644,42.56110531680906,0.0,0.0,15.284745645900749,297.132470708,0.5384615384615384,21.0,278.159,16.673705692803438,8.0295618139836,6.066690799808758,122.36872018317565,11.741015684051398,11.741015684051398,0.32092970808128285,0.00018565759637190205,0.32092970808128285,-0.4185197782816832,1.1640999999999997,74.22770000000003,297.31100000000004,1.0,8.0,0.0,0.0,0.0,1.0,7.0,1.0,8.0,7.0,0.0,0.0,116.0,0.0,11.979770127538686,9.589074368143644,0.0,0.0,13.847474399381248,1.0,9.967957041894417,0.0,32.79308403298157,6.06636706846161,14.790514511606428,42.16800352950114,26.689117645233267,6.06636706846161,99.64,30.941840858422747,2.5422123015873015,0.0,-0.2835135996292195,1.5242739150680171,3.4948690674872136,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0
1.816,3.991,454.969,3,0,6,3.991,78.09,1.8525903812039375,1085.9431680197106,21.957454678884098,17.32515188770283,18.89757741464901,15.040912557858762,9.985842078927,11.243459363191121,7.365190609037634,8.751663043940695,5.620082447049878,6.882652888352864,4.120883417363738,5.257542924428529,11.959746875309353,9.589074368143644,11.814359458703011,10.440598685398296,53.910999318158794,0.0,454.111791276,0.25,31.0,431.79500000000024,21.55783026234837,9.220827803987028,3.985566104076606,190.35918356056294,13.947811712648022,13.947811712648022,0.2543157980943706,0.08750316690462201,0.2543157980943706,-0.564186192995717,4.9916000000000045,124.01750000000003,454.9790000000001,0.0,5.0,0.0,1.0,2.0,3.0,4.0,0.0,7.0,6.0,0.0,0.0,160.0,5.907179729351506,0.0,9.589074368143644,0.0,47.99914230100217,35.20898253600935,4.0,4.899909730850478,0.0,11.959746875309353,87.07041694591865,4.899909730850478,44.0233770839337,32.75833423647647,66.04373345508202,49.85,31.686457738589773,2.468657242345464,1.9284325134374747,-0.7684793258867335,18.143949619754544,0.7806220710361829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0
99.0,2.108,283.325,2,2,3,2.183,61.44,2.3385591547300817,900.9021683072195,14.982763184195939,12.06467508474891,12.06467508474891,10.130228955335802,7.05041245801658,7.05041245801658,5.145592854670434,5.145592854670434,3.6712705341284964,3.6712705341284964,2.6323467038988633,2.6323467038988633,0.0,9.589074368143644,16.374281501417343,12.114749617774471,44.179309741689295,10.082660329248245,283.132076784,0.25,21.0,266.195,13.424313785563017,5.08698914389221,2.1051981129706134,120.77985595287757,12.551365583270346,12.551365583270346,0.2842338860062727,0.16756377551020374,0.2842338860062727,-0.31036753590324984,2.26802,83.24840000000002,283.331,2.0,5.0,0.0,0.0,1.0,3.0,3.0,2.0,5.0,3.0,0.0,0.0,108.0,5.559266895052008,0.0,14.68775617644468,4.681802935145185,31.54366002800146,25.477292959539852,3.0,14.76446326439343,0.0,26.689117645233267,62.166346483949695,10.988057286952548,14.76446326439343,24.60193830916209,39.920909710451696,70.65,28.21913036974049,3.1815105347694637,2.2207020817586303,0.0,9.221932081283182,3.881406184387335,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
99.0,3.633,366.366,4,2,3,2.17,106.99,1.819601539068171,1178.3615065895174,18.25878406613483,13.193288958107367,14.009785539035093,12.524877143252588,7.639286870532511,8.518939681787405,5.633460159684629,6.491563011542648,4.00446705111502,4.8766920653944545,2.69823644769327,3.6461488195113603,5.969305287951849,13.979489415818463,16.939939227794895,5.563451491696996,5.380062770465915,9.967957041894417,366.047441432,0.0,26.0,355.28500000000014,16.16484583806446,6.197084470034403,2.779557792382302,149.95467076527112,13.126066753114133,13.126066753114133,0.3351789941030619,0.1591617436562427,0.3351789941030619,-1.0179155466701262,4.155900000000002,98.03000000000002,366.3730000000001,2.0,5.0,0.0,0.0,2.0,4.0,4.0,2.0,7.0,3.0,0.0,0.0,128.0,5.559266895052007,5.969305287951849,4.794537184071822,14.16893075269385,24.26546827384644,29.828919765543436,4.0,9.967957041894417,0.0,0.0,75.64547573002552,5.559266895052007,21.04378972468697,10.357988675768818,58.705536502230615,83.04999999999998,31.342061139156556,11.23294914039045,1.9171752051626703,-0.9907317361624515,12.047434356825244,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
38.63,3.839,385.419,4,0,3,3.839,76.52,1.6874204017432792,1408.4999175015903,19.371668241257193,15.784250887066891,15.784250887066891,14.292826335683712,9.976371410089639,9.976371410089639,7.648411323803018,7.648411323803018,5.8591829920675815,5.8591829920675815,4.488579098373383,4.488579098373383,0.0,4.794537184071822,5.559266895052007,29.52222190185227,36.39820241076966,4.567099647791355,385.15387484800004,0.2727272727272727,29.0,366.27500000000015,16.47223551923926,6.267808060069392,2.500533233553259,165.18085913572858,13.433151769967246,13.433151769967246,0.26503939038108043,0.1132147581254721,0.26503939038108043,-0.1132147581254721,4.050800000000002,109.91000000000001,385.4270000000001,0.0,7.0,1.0,0.0,1.0,5.0,7.0,0.0,7.0,3.0,0.0,1.0,144.0,5.559266895052007,0.0,9.361636831863176,14.951935562841626,24.97437738277524,37.107111519698464,6.0,24.086134858424334,0.0,38.269883726764576,65.10273697917154,5.559266895052007,24.086134858424334,37.48537473972644,58.20037360229843,78.74,27.86880503590325,0.5409344293272871,3.576616943328705,0.7123287958434064,11.755781465491511,0.33917170571932465,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0
65.76,0.987,383.509,5,0,6,0.987,96.78,1.696007968979969,748.202826186012,18.949382989376325,15.887722708413426,16.70421928934115,12.364469058486756,9.554808313049715,11.163973620576119,7.277690590740508,9.535267210450572,6.198318966055584,8.079856141289781,4.269910935694743,5.373974779947042,10.023291153407584,13.212334168400758,23.116864634643036,25.683286491704038,18.529277334526434,10.312066903955905,383.19911078800004,0.8235294117647058,26.0,354.2860000000001,19.28626195204848,7.264993271088874,3.2647401016443705,155.13117286756534,12.440151420114063,12.440151420114063,0.2755153431076588,0.08473893013485356,0.2755153431076588,-3.111817655231706,1.5268999999999997,98.24530000000007,383.51800000000014,0.0,8.0,1.0,1.0,0.0,1.0,6.0,0.0,9.0,6.0,1.0,2.0,146.0,5.907179729351506,0.0,4.794537184071822,17.404815910770356,5.213385095654868,51.869488560172684,3.0,24.198995561247802,5.41499046939678,52.49633891992387,11.890771566461538,0.0,70.45585150532534,62.984804098844165,6.196843571613076,88.4,14.17525908236323,8.327859147134266,0.476794734996846,0.0713457877666932,0.2080867346938775,8.040933699214168,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3.59,3.485,386.508,3,1,5,3.482,69.23,1.3009865758478976,880.1476685151415,18.855160383312143,15.419392330090481,16.235888911018208,13.009969818002325,9.597276440144192,11.206441747670594,7.553617133485285,9.642091774469584,5.746532534833072,7.65007607909298,4.212959396220676,5.821991567302667,10.023291153407584,13.524324379169643,11.502365440030694,24.94985114346159,12.13273413692322,29.16537800469692,386.166413692,0.42857142857142855,27.0,360.30900000000014,18.319683276743227,7.522515396691219,4.1156898333542875,160.8359910330899,12.77992052994037,12.77992052994037,0.21372921873639097,0.23390909758965406,0.21372921873639097,-3.214636505836904,2.6491000000000007,107.63660000000006,386.5170000000001,1.0,5.0,1.0,1.0,2.0,2.0,4.0,1.0,6.0,5.0,1.0,1.0,144.0,0.0,0.0,0.0,8.417796984328938,30.33183534230805,48.440008035256625,4.0,4.305215991296234,5.917906046161393,19.26246486877803,59.65783953108687,4.899909730850478,49.761419600862965,17.54772460632,48.53093654769288,60.85000000000001,2.124355316200554,9.630861397141645,3.6898333529938387,0.9060100655467274,15.56069035342982,2.3064185002640993,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
0.163,3.288,354.302,6,0,5,3.288,94.18,2.6994040848022633,760.9401545982279,17.57698579026012,12.392023915183872,13.208520496111598,10.492200722131878,6.329506726265437,7.7377550167293006,4.849833015191671,6.387658022208476,3.331296620409285,4.2843260934110825,2.216841388615431,2.7146741687879046,32.90872597323056,26.383579311425223,23.496063887306494,7.109797541277533,0.0,13.903926907396965,354.0497271760001,0.5,23.0,341.20200000000006,17.316004127391746,5.548784225706229,2.9195574471296024,129.67926944357473,12.607653533635677,12.607653533635677,0.5338274777243216,0.01085600907029538,0.46526872976868533,-5.924912131519274,1.39732,72.89030000000002,354.3060000000001,0.0,7.0,0.0,1.0,0.0,1.0,7.0,0.0,11.0,3.0,0.0,0.0,128.0,0.0,21.595762648249657,0.0,9.77851570501903,0.0,13.344558822616634,2.0,4.9839785209472085,0.0,18.852889323880888,16.82083097824245,9.082995163500186,45.58163722435955,21.615368162314272,0.0,85.8,17.587166950113378,0.0,-5.924057775888132,-1.441407312925168,0.0,1.7505810657596368,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
30.994,4.816,314.21,2,2,5,4.7,49.94,2.1993940121342583,610.7067512373113,14.698306133819765,11.680304932734622,13.19216282477153,9.562080607913938,6.360017995550601,7.115946941569056,4.4628577877348,5.306493694947391,3.1997924230678607,3.698762051655202,2.1028453074691518,2.715578684189679,0.0,0.0,0.0,29.05951537900349,12.990104268152233,22.43788942029903,313.074867524,0.35714285714285715,20.0,297.08000000000004,15.007553413438645,6.373321217123538,3.019784702901703,127.98040973478781,6.115363655971519,6.115363655971519,0.15074719286542945,0.5044416362223907,0.15074719286542945,0.5044416362223907,4.208020000000003,83.04340000000005,314.2160000000001,2.0,4.0,0.0,0.0,1.0,2.0,3.0,2.0,6.0,5.0,0.0,0.0,108.0,0.0,0.0,5.098681808301038,0.0,30.125616980155655,25.477292959539852,2.0,10.197363616602075,0.0,26.813052428219834,38.99883174264832,10.05365155780638,17.30716115787961,23.744568177933076,12.13273413692322,49.94,0.0,11.636333791747152,3.146881290067468,1.4652513489963892,3.5023969881162342,4.661918181954107,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,4.0,387.431,4,1,7,4.0,73.22,1.8734886469652325,1194.7555225805772,20.216967702877938,16.091345367037036,16.091345367037036,14.152198343190413,9.54190578133573,9.54190578133573,6.72511634076883,6.72511634076883,4.660287161415361,4.660287161415361,3.4204168145718263,3.4204168145718263,0.0,9.589074368143644,17.949393805929866,22.384282469939446,60.6636706846161,10.082660329248245,387.1582915320001,0.17391304347826086,29.0,366.2710000000002,18.68212435656661,8.141700876644451,3.962764051871674,167.33280145871257,12.716556673595363,12.716556673595363,0.3112695309085602,0.0069526608852907845,0.3112695309085602,-0.37705051593895367,3.386000000000002,110.83370000000001,387.4390000000001,1.0,6.0,0.0,0.0,2.0,4.0,5.0,1.0,6.0,6.0,0.0,0.0,146.0,5.559266895052007,5.969305287951849,9.589074368143644,0.0,60.6636706846161,18.050640183084614,4.0,14.59805822286387,0.0,19.765380445542643,94.03514931359548,5.559266895052007,27.174245475328636,23.875044681084542,71.52457493714954,76.46000000000001,27.840891884956257,4.597205451625094,4.512693390564062,-0.37705051593895367,21.224176850376,2.0542198505427987,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0
1.152,2.462,252.271,3,0,1,2.464,56.74,1.9700139295919485,742.1541819689263,12.819626477379408,10.498067580784921,10.498067580784921,9.34333659290053,6.2819803519374,6.2819803519374,4.687002298115111,4.687002298115111,3.5247264799338516,3.5247264799338516,2.667150933490294,2.667150933490294,0.0,0.0,0.0,46.93451241565241,29.804641340220638,15.23932358637369,252.101111004,0.21428571428571427,19.0,240.18099999999995,10.488613501472251,3.780115476605326,1.4433213627750208,109.42680170998565,5.388709845049131,5.388709845049131,0.17325262100783165,0.8424215797430085,0.17325262100783165,0.8424215797430085,2.32932,69.00100000000002,252.27699999999993,0.0,5.0,1.0,0.0,0.0,3.0,5.0,0.0,5.0,1.0,0.0,0.0,94.0,0.0,0.0,0.0,9.665781456092393,11.223030325587056,31.898114582465862,4.0,19.921126521518875,0.0,19.765380445542643,47.54409583000489,0.0,19.921126521518875,16.95130748139392,35.11588328558433,56.74,4.368279950869237,8.505490205341395,4.346645355673134,1.7043948412698415,5.831276350046192,1.9959259259259259,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
99.99,1.667,354.421,5,3,6,0.264,120.95,2.1512678664874527,693.6828844931578,17.74227620818978,13.488090568889769,14.304587149817495,11.292530882788025,7.921984100507642,9.405147348102036,6.040850195704159,7.75483055227726,4.154390360202464,5.611393440646986,2.971645853288745,4.229686708625554,22.034437270507397,23.113398747313283,16.720569251030675,19.26246486877803,0.0,10.038883468458419,354.124942804,0.5,24.0,332.2520000000001,18.40925507806944,7.760521219844208,4.781475514438623,141.05277132184852,12.46139983308138,12.46139983308138,0.3215292597973959,0.029017148526077285,0.3215292597973959,-3.942615976946333,1.9567999999999992,89.06600000000005,354.4280000000002,3.0,7.0,1.0,0.0,1.0,1.0,4.0,3.0,8.0,6.0,0.0,1.0,132.0,0.0,5.969305287951849,9.589074368143644,8.417796984328938,19.26246486877803,43.025017565859855,2.0,4.722094864452088,5.917906046161393,49.96516961898641,24.26546827384644,10.038883468458419,31.44265022562096,39.02784531432067,29.160951749364216,112.57000000000001,22.46324038757076,11.950420117784384,0.4754769422563436,-1.6000082194569294,4.490508970563534,1.3549994844402002,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
57.132,0.31,306.36,4,1,5,0.31,82.07,2.1090708797631597,605.0502773498486,16.112519696192862,13.041077152579629,13.041077152579629,10.507239053047543,7.677493595547329,7.677493595547329,5.590577802746018,5.590577802746018,3.7921501118158782,3.7921501118158782,2.317031224010639,2.317031224010639,5.559266895052007,14.383611552215466,30.09488468861201,23.944267803923214,13.847474399381248,10.415470412307368,306.16919056399996,0.6,22.0,284.19,16.19501810957284,7.195269506439019,3.9292396656650084,128.85191839516625,12.267844606608584,12.267844606608584,0.27379349605256553,0.03945979021646395,0.27379349605256553,-0.3914134542705969,0.3939999999999997,81.53020000000004,306.366,1.0,7.0,0.0,1.0,0.0,1.0,5.0,1.0,7.0,5.0,1.0,1.0,120.0,11.466446624403513,0.0,14.383611552215466,4.681802935145185,6.923737199690624,32.25256913693026,2.0,19.99718307830303,0.0,45.69653650321982,28.18046621089551,10.876055499058339,45.62610757397282,43.59840444707956,16.927271320995043,84.30000000000001,37.653320429653846,6.817066169060217,-0.18508012618627645,-0.46916120769295255,2.7466953186871113,5.109824542530725,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
